Date,realized_vol,target_vol
2010-02-02,0.1685647074365914,0.20375649986553215
2010-02-03,0.16836385813087498,0.20256383180616738
2010-02-04,0.1981149391998894,0.20417892899397308
2010-02-05,0.19717870537782858,0.20327330966222332
2010-02-08,0.1959569617157072,0.211160738439708
2010-02-09,0.20375649986553215,0.2060204621034561
2010-02-10,0.20256383180616738,0.20556084876448522
2010-02-11,0.20417892899397308,0.1943228757231432
2010-02-12,0.20327330966222332,0.17558494776506503
2010-02-16,0.211160738439708,0.18075131312859039
2010-02-17,0.2060204621034561,0.18282316121574754
2010-02-18,0.20556084876448522,0.18230811897804683
2010-02-19,0.1943228757231432,0.17678923429077745
2010-02-22,0.17558494776506503,0.1738632460073557
2010-02-23,0.18075131312859039,0.16659779322521814
2010-02-24,0.18282316121574754,0.16181071378605902
2010-02-25,0.18230811897804683,0.16045846618490556
2010-02-26,0.17678923429077745,0.11171170413991147
2010-03-01,0.1738632460073557,0.1122429708192684
2010-03-02,0.16659779322521814,0.10522389715291373
2010-03-03,0.16181071378605902,0.10027188323019628
2010-03-04,0.16045846618490556,0.098192294661056
2010-03-05,0.11171170413991147,0.09577558915524036
2010-03-08,0.1122429708192684,0.09523023910029103
2010-03-09,0.10522389715291373,0.08550378534103371
2010-03-10,0.10027188323019628,0.08593170059216339
2010-03-11,0.098192294661056,0.08609588365679324
2010-03-12,0.09577558915524036,0.09040556616335094
2010-03-15,0.09523023910029103,0.0906280591178661
2010-03-16,0.08550378534103371,0.07292709672921859
2010-03-17,0.08593170059216339,0.07557294217934601
2010-03-18,0.08609588365679324,0.07578044562361956
2010-03-19,0.09040556616335094,0.07637996367322501
2010-03-22,0.0906280591178661,0.0723420199900115
2010-03-23,0.07292709672921859,0.07264665800706059
2010-03-24,0.07557294217934601,0.07544046411974686
2010-03-25,0.07578044562361956,0.07713318232997877
2010-03-26,0.07637996367322501,0.06724103207528782
2010-03-29,0.0723420199900115,0.06683955431496644
2010-03-30,0.07264665800706059,0.07260232326936136
2010-03-31,0.07544046411974686,0.07222312073237826
2010-04-01,0.07713318232997877,0.07372184251566187
2010-04-05,0.06724103207528782,0.0734102864393042
2010-04-06,0.06683955431496644,0.07327429102412089
2010-04-07,0.07260232326936136,0.07767682409119395
2010-04-08,0.07222312073237826,0.07656012768379236
2010-04-09,0.07372184251566187,0.09959632821546109
2010-04-12,0.0734102864393042,0.09713730212827634
2010-04-13,0.07327429102412089,0.09972357322784559
2010-04-14,0.07767682409119395,0.09853340622247642
2010-04-15,0.07656012768379236,0.09585129753896812
2010-04-16,0.09959632821546109,0.09638861345423146
2010-04-19,0.09713730212827634,0.09824408119211993
2010-04-20,0.09972357322784559,0.1331207954993087
2010-04-21,0.09853340622247642,0.13547420690496914
2010-04-22,0.09585129753896812,0.14035347365938727
2010-04-23,0.09638861345423146,0.15367237543573575
2010-04-26,0.09824408119211993,0.15770959588147257
2010-04-27,0.1331207954993087,0.1797693286765261
2010-04-28,0.13547420690496914,0.17986340861150577
2010-04-29,0.14035347365938727,0.21391202390950373
2010-04-30,0.15367237543573575,0.21546247538139568
2010-05-03,0.15770959588147257,0.27173627571007597
2010-05-04,0.1797693286765261,0.2716378616771539
2010-05-05,0.17986340861150577,0.27343943106747165
2010-05-06,0.21391202390950373,0.27597652176260556
2010-05-07,0.21546247538139568,0.27756531589325334
2010-05-10,0.27173627571007597,0.2768573986630895
2010-05-11,0.2716378616771539,0.2761321094974133
2010-05-12,0.27343943106747165,0.2761380892355569
2010-05-13,0.27597652176260556,0.30071511988320176
2010-05-14,0.27756531589325334,0.30637054909003314
2010-05-17,0.2768573986630895,0.3074026946200423
2010-05-18,0.2761321094974133,0.30074209960018333
2010-05-19,0.2761380892355569,0.29723023782511887
2010-05-20,0.30071511988320176,0.32156025759213797
2010-05-21,0.30637054909003314,0.3195932126923712
2010-05-24,0.3074026946200423,0.31605409473559704
2010-05-25,0.30074209960018333,0.3269776659336795
2010-05-26,0.29723023782511887,0.3276083028708095
2010-05-27,0.32156025759213797,0.3301807200230643
2010-05-28,0.3195932126923712,0.3290895523870551
2010-06-01,0.31605409473559704,0.2866704704813353
2010-06-02,0.3269776659336795,0.28664192715544207
2010-06-03,0.3276083028708095,0.3036672446916576
2010-06-04,0.3301807200230643,0.30321095266513504
2010-06-07,0.3290895523870551,0.2976512200121836
2010-06-08,0.2866704704813353,0.3100310350519466
2010-06-09,0.28664192715544207,0.3063011958270972
2010-06-10,0.3036672446916576,0.30565458904029746
2010-06-11,0.30321095266513504,0.2693947532503897
2010-06-14,0.2976512200121836,0.26586842864884963
2010-06-15,0.3100310350519466,0.26883103908661904
2010-06-16,0.3063011958270972,0.26924497426906174
2010-06-17,0.30565458904029746,0.27547488521944513
2010-06-18,0.2693947532503897,0.24787184361559209
2010-06-21,0.26586842864884963,0.24427511483024028
2010-06-22,0.26883103908661904,0.26177555825773624
2010-06-23,0.26924497426906174,0.2426970712578963
2010-06-24,0.27547488521944513,0.24149460921632795
2010-06-25,0.24787184361559209,0.20962354810583209
2010-06-28,0.24427511483024028,0.20780590593619064
2010-06-29,0.26177555825773624,0.23389720861127306
2010-06-30,0.2426970712578963,0.23550040551731408
2010-07-01,0.24149460921632795,0.2128626736049256
2010-07-02,0.20962354810583209,0.21203442799147673
2010-07-06,0.20780590593619064,0.21897116475305317
2010-07-07,0.23389720861127306,0.20270495015589535
2010-07-08,0.23550040551731408,0.20273655162997548
2010-07-09,0.2128626736049256,0.22407507779962718
2010-07-12,0.21203442799147673,0.22567204964986812
2010-07-13,0.21897116475305317,0.23033027344968476
2010-07-14,0.20270495015589535,0.22751195870291233
2010-07-15,0.20273655162997548,0.24176046691047948
2010-07-16,0.22407507779962718,0.23502881266689116
2010-07-19,0.22567204964986812,0.2370239574872226
2010-07-20,0.23033027344968476,0.2364427075883459
2010-07-21,0.22751195870291233,0.20443591568746436
2010-07-22,0.24176046691047948,0.2012633169568753
2010-07-23,0.23502881266689116,0.1996345869097242
2010-07-26,0.2370239574872226,0.2072648146706561
2010-07-27,0.2364427075883459,0.20997887056279466
2010-07-28,0.20443591568746436,0.18531515028012732
2010-07-29,0.2012633169568753,0.18411466842562024
2010-07-30,0.1996345869097242,0.18463035895763152
2010-08-02,0.2072648146706561,0.18491854135668134
2010-08-03,0.20997887056279466,0.18040852810157618
2010-08-04,0.18531515028012732,0.2077994055685294
2010-08-05,0.18411466842562024,0.2088695357758885
2010-08-06,0.18463035895763152,0.18250266696542833
2010-08-09,0.18491854135668134,0.18152848348259454
2010-08-10,0.18040852810157618,0.18248612872857367
2010-08-11,0.2077994055685294,0.17528906615636217
2010-08-12,0.2088695357758885,0.16918750424952714
2010-08-13,0.18250266696542833,0.16568351573596388
2010-08-16,0.18152848348259454,0.15996872527705097
2010-08-17,0.18248612872857367,0.16615853546649897
2010-08-18,0.17528906615636217,0.16716060077562833
2010-08-19,0.16918750424952714,0.16767113907098558
2010-08-20,0.16568351573596388,0.17904016897249017
2010-08-23,0.15996872527705097,0.16071567987142724
2010-08-24,0.16615853546649897,0.16107078466182137
2010-08-25,0.16716060077562833,0.19609665838808576
2010-08-26,0.16767113907098558,0.20016483269461327
2010-08-27,0.17904016897249017,0.20625585765035356
2010-08-30,0.16071567987142724,0.2083007918144985
2010-08-31,0.16107078466182137,0.20986532670493938
2010-09-01,0.19609665838808576,0.18478861045777542
2010-09-02,0.20016483269461327,0.18352265611944055
2010-09-03,0.20625585765035356,0.18594764969216412
2010-09-07,0.2083007918144985,0.18597641840752666
2010-09-08,0.20986532670493938,0.18220420969802467
2010-09-09,0.18478861045777542,0.1823161928605221
2010-09-10,0.18352265611944055,0.16806897760564254
2010-09-13,0.18594764969216412,0.17257783026658513
2010-09-14,0.18597641840752666,0.1717097049996684
2010-09-15,0.18220420969802467,0.16086206839819797
2010-09-16,0.1823161928605221,0.16642085374585544
2010-09-17,0.16806897760564254,0.17256725098515627
2010-09-20,0.17257783026658513,0.17075710732591268
2010-09-21,0.1717097049996684,0.15662945125196315
2010-09-22,0.16086206839819797,0.15741879043086865
2010-09-23,0.16642085374585544,0.12844487370576954
2010-09-24,0.17256725098515627,0.12630855335423624
2010-09-27,0.17075710732591268,0.12495540570019005
2010-09-28,0.15662945125196315,0.13134766151535576
2010-09-29,0.15741879043086865,0.1309681832225107
2010-09-30,0.12844487370576954,0.1314991415599715
2010-10-01,0.12630855335423624,0.13165858320164886
2010-10-04,0.12495540570019005,0.12775894386367445
2010-10-05,0.13134766151535576,0.12743454068269242
2010-10-06,0.1309681832225107,0.1288665702795173
2010-10-07,0.1314991415599715,0.13049061658043173
2010-10-08,0.13165858320164886,0.13031854197527734
2010-10-11,0.12775894386367445,0.121637045157854
2010-10-12,0.12743454068269242,0.13223325498964314
2010-10-13,0.1288665702795173,0.13345905843767195
2010-10-14,0.13049061658043173,0.12804985954644513
2010-10-15,0.13031854197527734,0.10904002964672445
2010-10-18,0.121637045157854,0.10652817614234222
2010-10-19,0.13223325498964314,0.10652290178568335
2010-10-20,0.13345905843767195,0.10708231192602669
2010-10-21,0.12804985954644513,0.10584435211513028
2010-10-22,0.10904002964672445,0.10553028364427572
2010-10-25,0.10652817614234222,0.0999857395217887
2010-10-26,0.10652290178568335,0.07820923044335985
2010-10-27,0.10708231192602669,0.0784884686672504
2010-10-28,0.10584435211513028,0.09899691901526206
2010-10-29,0.10553028364427572,0.0984922621648214
2010-11-01,0.0999857395217887,0.09961713510280935
2010-11-02,0.07820923044335985,0.10527921167409433
2010-11-03,0.0784884686672504,0.10336102799047396
2010-11-04,0.09899691901526206,0.10326457726268545
2010-11-05,0.0984922621648214,0.11404918633099118
2010-11-08,0.09961713510280935,0.11341631575689821
2010-11-09,0.10527921167409433,0.11777226242818956
2010-11-10,0.10336102799047396,0.11275426897761888
2010-11-11,0.10326457726268545,0.12381347286457664
2010-11-12,0.11404918633099118,0.12395701954774513
2010-11-15,0.11341631575689821,0.12381840138949557
2010-11-16,0.11777226242818956,0.13509571459901526
2010-11-17,0.11275426897761888,0.1443732337711554
2010-11-18,0.12381347286457664,0.15103143650241938
2010-11-19,0.12395701954774513,0.15136288811003895
2010-11-22,0.12381840138949557,0.15281332201813816
2010-11-23,0.13509571459901526,0.16819471078094445
2010-11-24,0.1443732337711554,0.17328065997129136
2010-11-26,0.15103143650241938,0.159956178953836
2010-11-29,0.15136288811003895,0.15947172087030453
2010-11-30,0.15281332201813816,0.1593230531437375
2010-12-01,0.16819471078094445,0.15733219863001965
2010-12-02,0.17328065997129136,0.15729493403768263
2010-12-03,0.159956178953836,0.15737464933844791
2010-12-06,0.15947172087030453,0.14967497944396954
2010-12-07,0.1593230531437375,0.14924562273471398
2010-12-08,0.15733219863001965,0.1365333768069465
2010-12-09,0.15729493403768263,0.13682124447423136
2010-12-10,0.15737464933844791,0.12945176747057677
2010-12-13,0.14967497944396954,0.1294328846751305
2010-12-14,0.14924562273471398,0.12983001211799852
2010-12-15,0.1365333768069465,0.11330968836168408
2010-12-16,0.13682124447423136,0.10599807381314982
2010-12-17,0.12945176747057677,0.09235620378199667
2010-12-20,0.1294328846751305,0.09253845348549175
2010-12-21,0.12983001211799852,0.08728400425936533
2010-12-22,0.11330968836168408,0.058495162151942434
2010-12-23,0.10599807381314982,0.04347326687288031
2010-12-27,0.09235620378199667,0.053357793147248284
2010-12-28,0.09253845348549175,0.053010474059192056
2010-12-29,0.08728400425936533,0.05393713551439215
2010-12-30,0.058495162151942434,0.05556216032165352
2010-12-31,0.04347326687288031,0.056661439234503085
2011-01-03,0.053357793147248284,0.05525945264622317
2011-01-04,0.053010474059192056,0.05578581886909038
2011-01-05,0.05393713551439215,0.061868113318863764
2011-01-06,0.05556216032165352,0.05863076423649796
2011-01-07,0.056661439234503085,0.06007640986720358
2011-01-10,0.05525945264622317,0.05998525083850629
2011-01-11,0.05578581886909038,0.07333793098217539
2011-01-12,0.061868113318863764,0.07159670084332075
2011-01-13,0.05863076423649796,0.07133912087628634
2011-01-14,0.06007640986720358,0.0725474122567973
2011-01-18,0.05998525083850629,0.0725234863386896
2011-01-19,0.07333793098217539,0.07305750033115806
2011-01-20,0.07159670084332075,0.07307126634444462
2011-01-21,0.07133912087628634,0.09964022725444238
2011-01-24,0.0725474122567973,0.10239390410257665
2011-01-25,0.0725234863386896,0.11061307246326868
2011-01-26,0.07305750033115806,0.1110420921513903
2011-01-27,0.07307126634444462,0.11018455321477892
2011-01-28,0.09964022725444238,0.10966353411522306
2011-01-31,0.10239390410257665,0.11013348879583937
2011-02-01,0.11061307246326868,0.10987428018154026
2011-02-02,0.1110420921513903,0.1108319451778473
2011-02-03,0.11018455321477892,0.1076633556950367
2011-02-04,0.10966353411522306,0.10816266488902845
2011-02-07,0.11013348879583937,0.10630506700987943
2011-02-08,0.10987428018154026,0.10761513779674059
2011-02-09,0.1108319451778473,0.10038090969041351
2011-02-10,0.1076633556950367,0.09957143246777692
2011-02-11,0.10816266488902845,0.09957559704722517
2011-02-14,0.10630506700987943,0.1269130594714188
2011-02-15,0.10761513779674059,0.12947248777667714
2011-02-16,0.10038090969041351,0.1290097683779801
2011-02-17,0.09957143246777692,0.13384403277457027
2011-02-18,0.09957559704722517,0.11560874794454233
2011-02-22,0.1269130594714188,0.13161055303739713
2011-02-23,0.12947248777667714,0.11927730342546472
2011-02-24,0.1290097683779801,0.1331052854503018
2011-02-25,0.13384403277457027,0.13649403391097018
2011-02-28,0.11560874794454233,0.13948098793288882
2011-03-01,0.13161055303739713,0.14119188171678074
2011-03-02,0.11927730342546472,0.1403653185314817
2011-03-03,0.1331052854503018,0.15509325842041088
2011-03-04,0.13649403391097018,0.15751049120693408
2011-03-07,0.13948098793288882,0.15668863845610978
2011-03-08,0.14119188171678074,0.1602435277722691
2011-03-09,0.1403653185314817,0.17103022503372545
2011-03-10,0.15509325842041088,0.17738830681054685
2011-03-11,0.15751049120693408,0.17765807253897403
2011-03-14,0.15668863845610978,0.18794080432873664
2011-03-15,0.1602435277722691,0.1747977699009048
2011-03-16,0.17103022503372545,0.17402788168392624
2011-03-17,0.17738830681054685,0.17746677557049653
2011-03-18,0.17765807253897403,0.1735532580520062
2011-03-21,0.18794080432873664,0.17205984599528176
2011-03-22,0.1747977699009048,0.16266730865301685
2011-03-23,0.17402788168392624,0.16413659605712738
2011-03-24,0.17746677557049653,0.15253434552002693
2011-03-25,0.1735532580520062,0.15065298191642906
2011-03-28,0.17205984599528176,0.14738392074681778
2011-03-29,0.16266730865301685,0.14448914783332065
2011-03-30,0.16413659605712738,0.14460553380102348
2011-03-31,0.15253434552002693,0.12609277604835914
2011-04-01,0.15065298191642906,0.12556695937089743
2011-04-04,0.14738392074681778,0.12375673453145306
2011-04-05,0.14448914783332065,0.11903452560540763
2011-04-06,0.14460553380102348,0.09299944392884206
2011-04-07,0.12609277604835914,0.08370563877077465
2011-04-08,0.12556695937089743,0.08370918072898284
2011-04-11,0.12375673453145306,0.07905196178694603
2011-04-12,0.11903452560540763,0.0799448303378043
2011-04-13,0.09299944392884206,0.09175559523979986
2011-04-14,0.08370563877077465,0.08776440231881011
